"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"3134","10869886","Mtap","298227","methylthioadenosine phosphorylase",0.259271427563633,7.54339796981709,3.24108828886191,0.0040227240350859,0.0144005133060332,-2.94113201224681
"3214","10874811","C1qtnf12","313774","C1q and TNF related 12",-0.251037470791802,8.17831947405706,-3.24124799456767,0.00402124502125711,0.0144005133060332,-2.94077585107152
"3910","10912161","Ctsh","25425","cathepsin H",0.32084093792327,11.5581009166483,3.24050713895066,0.00402811046382962,0.0144082412744675,-2.94242799330273
"1730","10796440","Pter","63852","phosphotriesterase related",-0.279209674499066,6.47131845166137,-3.2329365724524,0.00409892401564031,0.0146223703680411,-2.95930385350838
"2931","10859799","Il6","24498","interleukin 6",-1.36757704445644,8.98140085619755,-3.23270840182035,0.004101076993904,0.0146223703680411,-2.95981228362341
"3934","10913974","Glb1","316033","galactosidase, beta 1",0.208725252716539,9.61824537012328,3.23284607665786,0.00409977778640235,0.0146223703680411,-2.95950550565897
"4310","10934024","Apoo","363474","apolipoprotein O",0.320335399481562,7.34688333526205,3.23371310271038,0.00409160505745212,0.0146223703680411,-2.95757343421511
"2467","10834204","Sapcd2","680531","suppressor APC domain containing 2",0.28133646081995,7.23899297659602,3.23203209824233,0.0041074649493104,0.0146334585265137,-2.96131921643123
"3412","10885400","Hspa2","60460","heat shock protein family A (Hsp70) member 2",-0.701139094440697,7.44226916685634,-3.22830301691826,0.00414286201516836,0.0147477958817477,-2.96962651453303
"3861","10909597","Mpzl3","363054","myelin protein zero-like 3",-0.412082675609315,7.24643063613338,-3.22694394447617,0.00415583627909397,0.0147821937449207,-2.9726533681716
"3163","10871695","Ppt1","29411","palmitoyl-protein thioesterase 1",-0.236563265268849,10.470162696283,-3.2246402322312,0.00417791889279843,0.0148489091858696,-2.97778314253008
"499","10730244","Cutc","361760","cutC copper transporter",0.264842933747262,7.80470717264953,3.22387116055622,0.00418531636269418,0.0148633669395917,-2.97949540618371
"3179","10872326","Bsdc1","297890","BSD domain containing 1",0.227453559547058,9.66009443730073,3.22346231619313,0.00418925410440823,0.0148655248983135,-2.98040560532236
"2259","10823462","Slc33a1","64018","solute carrier family 33 member 1",0.28822601889172,9.00551169078612,3.22256416024742,0.00419791726995711,0.014884434228029,-2.98240501565147
"3193","10873322","Camk2n1","287005","calcium/calmodulin-dependent protein kinase II inhibitor 1",-0.239703713336854,7.86285458868909,-3.22121851016561,0.00421092939306509,0.0149187212782878,-2.98540027077808
"474","10728930","Ms4a6c","690930","membrane-spanning 4-domains, subfamily A, member 6C",0.318236730225365,11.2193607948371,3.22023455500001,0.00422046885585577,0.0149406605650596,-2.98759018228081
"2166","10818809","Bcar3","310838","BCAR3 adaptor protein, NSP family member",-0.292972276963809,8.76182819579059,-3.21981586216479,0.00422453446828661,0.0149432027467761,-2.98852196873208
"4153","10925324","Lrrfip1","367314","LRR binding FLII interacting protein 1",-0.245236327287136,9.90188668606201,-3.21513767860045,0.0042702208808853,0.0150928471989485,-2.99893045134295
"3891","10911042","Ciao2a","300797","cytosolic iron-sulfur assembly component 2A",-0.328854326471882,10.4098503316588,-3.21375522560122,0.00428381351250478,0.0151289110125169,-3.00200533409837
"1845","10802603","Cxxc1","291440","CXXC finger protein 1",0.218827567203538,10.2771892373768,3.21145180068882,0.00430655496472679,0.0151972026581347,-3.0071277132402
"1702","10795189","Hist1h2bq","306945","histone cluster 1 H2B family member Q",0.269737151001221,13.0918910521696,3.21017281610157,0.00431923291980634,0.0152299018594119,-3.00997141831602
"1197","10767539","Srgap2","360840","SLIT-ROBO Rho GTPase activating protein 2",0.28155868633802,9.10068707570613,3.20937670763195,0.00432714268957796,0.0152457497760663,-3.01174130713273
"1603","10789975","Itih1","306251","inter-alpha trypsin inhibitor, heavy chain 1",-0.28190328461048,6.81813414308104,-3.20853888741993,0.0043354821104885,0.0152630852848743,-3.01360377464312
"2751","10850613","Rnaset2","292306","ribonuclease T2",0.248938042452101,10.3929154517809,3.2070539096975,0.00435030159152256,0.0153031885772709,-3.01690447999652
"2274","10824268","Rhbg","310625","Rh family B glycoprotein",0.247481476350378,6.0871599631436,3.2051496360601,0.00436937762125328,0.0153548065647108,-3.02113644003307
"2503","10836606","Klhl41","117537","kelch-like family member 41",-0.586918892050781,7.1966898957343,-3.20490295940372,0.00437185464689682,0.0153548065647108,-3.02168458172142
"1022","10758555","Atp2a2","29693","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2",-0.215995696071737,11.6775178435403,-3.20286454793067,0.00439237589478823,0.0154026441432323,-3.02621362190456
"1855","10803440","RGD1562080","498827","similar to Hypothetical protein CBG10141",-0.260930822887068,6.6306759652346,-3.2029882937153,0.00439112744469711,0.0154026441432323,-3.02593870438672
"2229","10822178","Ankrd33b","310200","ankyrin repeat domain 33B",-0.461359308735204,10.1767470104548,-3.20094021612932,0.00441183464347275,0.0154587361447899,-3.0304883315557
"1563","10787722","LOC102551257","102551257","zinc finger protein 709-like",0.570112826055848,6.06754949542904,3.19562622645996,0.00446600596609774,0.0156362750060081,-3.04228845866645
"168","10710993","LOC308990","308990","hypothetical protein LOC308990",-0.341474511956074,10.417624068445,-3.19336424026517,0.00448926066729377,0.0156930772269376,-3.04730942276162
"558","10733942","H3f4","691496","H3.4 histone",-0.216529410955082,7.03313066074513,-3.19361979800522,0.00448662747715486,0.0156930772269376,-3.04674221604049
"256","10716436","Slc18a2","25549","solute carrier family 18 member A2",0.501618329423836,9.62765806260267,3.19242240969,0.00449897798793362,0.0157147400141907,-3.04939967320717
"3158","10871471","Med8","362575","mediator complex subunit 8",0.290816716814424,8.46873979017818,3.19078315378335,0.00451593978461656,0.0157616537908744,-3.05303726938587
"2851","10855701","Aqp1","25240","aquaporin 1 (Colton blood group)",1.0305210232411,8.20955969553746,3.18937846273844,0.00453052393715824,0.0158002022308394,-3.05615386357158
"1416","10779673","Lgals3","83781","galectin 3",0.573479265013352,10.957165994321,3.1861978938724,0.00456371551068244,0.0158929342576869,-3.06320893047684
"2869","10856928","Add2","24171","adducin 2",0.799270987673076,7.52169351548368,3.1861483640241,0.00456423425590381,0.0158929342576869,-3.06331877807406
"2535","10838189","RGD1563222","362175","similar to RIKEN cDNA A930018P22",0.586798664325053,7.52119368216519,3.18493573855606,0.00457695244706242,0.0159247979140192,-3.06600796980183
"2248","10822961","Mfsd8","361939","major facilitator superfamily domain containing 8",0.241728555851251,7.42513614298199,3.18447799921975,0.00458176223471204,0.0159291173019895,-3.06702299213251
"3631","10897547","Triobp","362956","TRIO and F-actin binding protein",-0.343669774160878,9.0946798701326,-3.18040445814296,0.00462478276232563,0.0160536782667353,-3.07605380643445
"3836","10908277","Shfl","500956","shiftless antiviral inhibitor of ribosomal frameshifting",-0.191328092587119,8.59319268145196,-3.18049824531899,0.0046237878777778,0.0160536782667353,-3.07584592866746
"807","10747537","Aarsd1","619440","alanyl-tRNA synthetase domain containing 1",0.238261291892309,8.2481236165119,3.17476483554953,0.00468499120880962,0.0162435248373741,-3.08855018462807
"1236","10769765","Fcrla","304965","Fc receptor-like A",0.427760093619073,11.0332682551735,3.17460098688312,0.00468675178999503,0.0162435248373741,-3.0889131328359
"1172","10766869","Cd34","305081","CD34 molecule",0.278708130092285,6.27729168917779,3.17299170523521,0.00470407799007463,0.01626568872788,-3.09247758874254
"4247","10930307","Ndufv2","81728","NADH:ubiquinone oxidoreductase core subunit V2",0.270246308215077,10.2397430398695,3.17300962006802,0.00470388476935552,0.01626568872788,-3.09243791186178
"4421","10940476","Trub2","366012","TruB pseudouridine synthase family member 2",0.234476467205214,8.14208242100823,3.17357270096614,0.00469781558006078,0.01626568872788,-3.09119079008979
"2015","10812412","Tmem167a","100359823","transmembrane protein 167A",0.232841299878878,10.8073552571851,3.1709576117339,0.00472606695809641,0.0163169697081544,-3.09698211000619
"3551","10893035","Timeless","83508","timeless circadian regulator",0.289784490380203,7.9452131551459,3.1709435746254,0.00472621904853127,0.0163169697081544,-3.09701319196655
"1782","10798828","Jcad","498764","junctional cadherin 5 associated",-0.286780894493339,7.7927195901351,-3.16909127680581,0.004746330248707,0.0163737389723555,-3.10111427615211
"3765","10905188","Apol11a","300060","apolipoprotein L 11a",-0.281433815196191,4.81115599632361,-3.16575951690367,0.00478271406689232,0.0164865139726698,-3.10848894003224
"77","10706221","LOC690000","690000","similar to CG3740-PA",0.296393816011506,8.55297351563348,3.16475126684373,0.00479377775804427,0.0164991703252966,-3.11072013048763
"1490","10782919","Gch1","29244","GTP cyclohydrolase 1",-0.603542785546175,9.00632058236467,-3.16476054850852,0.00479367579555305,0.0164991703252966,-3.11069959187154
"2026","10812775","Cd180","294706","CD180 molecule",-0.439962274184055,10.4382919727051,-3.16408286702737,0.00480112591569189,0.0165117304219173,-3.11219912289973
"4139","10924286","Slc11a1","316519","solute carrier family 11 member 1",0.34054846271049,10.6108037148441,3.16327999517084,0.00480996687659369,0.0165294011833058,-3.11397552718269
"3773","10905465","Sun2","315135","Sad1 and UNC84 domain containing 2",-0.2196441873424,11.1027080234388,-3.1625850346069,0.00481763231920763,0.0165430082099561,-3.11551304815106
"3923","10912845","Abhd14b","300983","abhydrolase domain containing 14b",0.275329613636945,7.37666717933156,3.16087153948949,0.00483658296275017,0.0165953161765694,-3.11930347315582
"1316","10773945","Rasl10a","364190","RAS-like, family 10, member A",0.310263556334379,7.30575035645722,3.1585950277139,0.00486187238392465,0.0166692767448845,-3.12433827343787
"2115","10816865","She","685088","Src homology 2 domain containing E",0.301568415114829,8.29133680157378,3.15783488709489,0.00487034523094361,0.0166855112133018,-3.12601914919614
"3371","10883335","Dtnb","362715","dystrobrevin, beta",-0.202634520871465,7.19102624443755,-3.15724391355112,0.00487694237566245,0.0166952996663782,-3.12732585621678
"829","10748865","Cd300e","690076","Cd300e molecule",0.702676191175887,7.06256753903097,3.15620916741416,0.00488851433716609,0.0167220904223061,-3.12961359311322
"4360","10936959","Slc38a5","192208","solute carrier family 38, member 5",0.818321449619563,6.02891558611434,3.15259421830197,0.00492915132780895,0.0168481864681004,-3.13760394257281
"4123","10923580","Cflar","117279","CASP8 and FADD-like apoptosis regulator",-0.294882897158223,11.4714912367019,-3.15136622515622,0.00494303013623131,0.0168826981852613,-3.14031754409845
"2806","10853683","Tac1","24806","tachykinin, precursor 1",-0.531891060438061,5.69264559744798,-3.14944383646752,0.0049648332290017,0.0169442014787948,-3.14456488718138
"2962","10861576","Tmem209","312200","transmembrane protein 209",0.43290522464782,7.94015241953717,3.1484005271193,0.00497670514676769,0.0169717431437517,-3.14686961409204
"774","10745731","Aatf","114512","apoptosis antagonizing transcription factor",-0.250481523477165,7.79045974889381,-3.14499594798112,0.0050156381589235,0.0170914570545302,-3.15438869784135
"2049","10813752","Mtmr12","310155","myotubularin related protein 12",-0.223792350844768,10.2723836174214,-3.14444895832841,0.00502192074912035,0.0170998125278972,-3.15559647617822
"1954","10809998","Hook2","304669","hook microtubule-tethering protein 2",-0.239114950427486,7.24565329671108,-3.14401840583655,0.00502687134144997,0.0171036232227383,-3.15654710526285
"2455","10833635","Slc16a10","170566","solute carrier family 16 member 10",-0.379331426131488,10.1601488078437,-3.14330768150645,0.00503505377800464,0.0171184158910988,-3.15811623606109
"3300","10879446","Exo5","313563","exonuclease 5",-0.50896612868984,9.78644587262042,-3.13207570063729,0.00516609433418464,0.0175505670531204,-3.18289788477972
"1650","10792570","Defb4","64389","defensin beta 4",-0.400177007110575,6.32295728768636,-3.13008575680776,0.00518965292671436,0.0176046489048552,-3.1872851953572
"2357","10828111","Mpig6b","406865","megakaryocyte and platelet inhibitory receptor G6b",0.502687668541492,11.2585163033224,3.1300076748833,0.00519057944611608,0.0176046489048552,-3.18745732606515
"2723","10849632","Itpripl1","499885","ITPRIP like 1",-0.315491131671796,7.37564337271554,-3.12973260760361,0.00519384467018242,0.0176046489048552,-3.18806369686814
"3557","10893431","LOC100909569","100909569","zinc finger protein 91-like",0.278591007519124,6.73803337741879,3.12869097252294,0.00520622760825679,0.0176332322027756,-3.19035975695716
"1039","10759636","Pet100","688786","PET100 cytochrome c oxidase chaperone",0.301364521764231,9.08370442898984,3.12830425204714,0.00521083221832512,0.0176354473257038,-3.19121213138356
"3879","10910249","Imp3","315697","IMP U3 small nucleolar ribonucleoprotein 3",0.217500466303337,10.4847405891496,3.12295094942714,0.00527498017254525,0.0178390238562439,-3.20300763310397
"3862","10909603","Jaml","315610","junction adhesion molecule like",-0.98836134658014,9.5241815053972,-3.12150940126789,0.00529238450733122,0.0178843334146302,-3.20618274640079
"1381","10778146","Gas2l1","360973","growth arrest-specific 2 like 1",0.510072476530352,9.89312170300264,3.11738691234726,0.00534246462688344,0.0180174371419565,-3.21525999594309
"1973","10810736","Lcat","24530","lecithin cholesterol acyltransferase",-0.256258155324143,7.47235457059702,-3.11772915817665,0.00533828958882866,0.0180174371419565,-3.21450656953914
"4293","10932773","Chrdl1","363455","chordin-like 1",0.512857917165078,10.2985979167124,3.11727082848803,0.00534388144622546,0.0180174371419565,-3.21551553855226
"2485","10835817","Ptgs1","24693","prostaglandin-endoperoxide synthase 1",0.383887609630706,11.8368710360794,3.11564407115082,0.00536377459706471,0.0180590788601388,-3.21909626956589
"4154","10925365","Ramp1","58965","receptor activity modifying protein 1",-0.326680278966235,9.2374644598639,-3.11559929578274,0.00536432315603584,0.0180590788601388,-3.21919481743496
"970","10756229","Insr","24954","insulin receptor",0.290412843111627,8.23206039066363,3.11504433925733,0.00537112664122681,0.0180683566891006,-3.22041620182935
"1491","10782927","Wdhd1","305827","WD repeat and HMG-box DNA binding protein 1",0.24722258285877,8.11894261432271,3.11332069354368,0.00539231103163288,0.0181259611786214,-3.22420922615202
"3858","10909509","Slc37a4","29573","solute carrier family 37 member 4",0.208334678370036,8.87694813921973,3.11234780523543,0.00540430400167358,0.0181526057663438,-3.22634982119233
"3022","10864279","Lrig1","312574","leucine-rich repeats and immunoglobulin-like domains 1",0.333343784148594,10.4971568521481,3.11096761004132,0.00542136227606606,0.0181962114288413,-3.22938618830259
"3521","10891303","Tgfb3","25717","transforming growth factor, beta 3",-0.328699396342717,6.16631930124251,-3.10911850567106,0.00544429774810057,0.018259462920752,-3.23345339080091
"799","10747024","Ccr7","287673","C-C motif chemokine receptor 7",0.179375723479314,12.5214577372774,3.10438293168337,0.0055034652530765,0.0184440457130131,-3.24386564165
"11","10701924","Ifngr1","116465","interferon gamma receptor 1",-0.206099418299159,12.6194387897701,-3.10369306775789,0.00551213641489415,0.0184454100120596,-3.24538199798304
"1743","10797062","Naa35","64472","N(alpha)-acetyltransferase 35, NatC auxiliary subunit",0.277320952213032,10.5170227749561,3.10400302386301,0.00550823882263558,0.0184454100120596,-3.24470071331284
"3053","10865986","Clec2e","689853","C-type lectin domain family 2, member E",0.300785880350604,6.47740405685059,3.10293208451393,0.00552171685491786,0.0184537600397568,-3.24705453974114
"4325","10934676","LOC681325","681325","hypothetical protein LOC681325",-0.354809810024086,12.653794575557,-3.10283823382171,0.00552289951010642,0.0184537600397568,-3.24726080123386
"560","10734043","Drc3","287371","dynein regulatory complex subunit 3",0.37877417535804,7.56091810612265,3.10155174573158,0.00553913588729672,0.0184941679887005,-3.25008797295533
"1263","10770577","Tgfb2","81809","transforming growth factor, beta 2",-0.32866142864186,6.28813033324075,-3.10006789778795,0.00555792050707574,0.0185374369651306,-3.25334834369797
"2205","10820586","F2r","25439","coagulation factor II (thrombin) receptor",-0.315695703264481,9.34301469691128,-3.09987235487773,0.0055604005592092,0.0185374369651306,-3.25377795716883
"3086","10867142","Eya1","502935","EYA transcriptional coactivator and phosphatase 1",-0.221109903506032,6.3572537677944,-3.09730009762027,0.00559312420859006,0.0186326167665269,-3.25942838413847
"4058","10919967","Rad54l2","363135","RAD54 like 2",-0.262175213865273,8.87875231114887,-3.09688232491276,0.00559845659101821,0.0186364729472821,-3.26034593965452
"2347","10827686","RT1-M6-1","414785","RT1 class I, locus M6, gene 1",-0.228952843573466,6.09463718861951,-3.09554884781259,0.00561550983269519,0.0186793113957909,-3.26327436459942
"1026","10758711","Trafd1","114635","TRAF type zinc finger domain containing 1",-0.208587462221441,10.255599017059,-3.09473931753427,0.00562588708113069,0.0186998957037732,-3.26505194005036
"3760","10905040","Vps28","300052","VPS28 subunit of ESCRT-I",-0.193632296608133,10.2033589691928,-3.09405779276183,0.00563463784186601,0.0187150471176264,-3.26654831099997
"2252","10823284","Wwtr1","295062","WW domain containing transcription regulator 1",0.443698750140775,7.56096438683276,3.0933701457446,0.00564348057020757,0.0187304812382205,-3.26805800484208
"1453","10781344","Bin3","361065","bridging integrator 3",-0.250024831367252,9.40783523432698,-3.09284079505485,0.00565029685499529,0.0187391717390037,-3.26922008555288
"3248","10876295","Cd72","313498","Cd72 molecule",-0.281938960579009,10.5578116224967,-3.09156835129832,0.0056667143472545,0.0187796680372265,-3.27201318366059
"44","10703864","Zfp583","499068","zinc finger protein 583",-0.255437933306614,6.52569221656205,-3.0907711660479,0.00567702341913921,0.0187973523011035,-3.27376284850081
"1950","10809581","Rbl2","81758","RB transcriptional corepressor like 2",-0.241746734143311,11.0448670842416,-3.09050478367707,0.00568047227916411,0.0187973523011035,-3.27434746942019
"2230","10822234","Car2","54231","carbonic anhydrase 2",0.981791531112636,9.11626656130123,3.0878689699929,0.00571470775599412,0.0188966336464872,-3.28013123283802
"1810","10800189","Cables1","307585","Cdk5 and Abl enzyme substrate 1",0.278190480589794,5.74417454146862,3.08700144328132,0.00572601932456079,0.0189200224018056,-3.28203445877249
"2697","10847538","Slc35c1","311204","solute carrier family 35 member C1",0.263383883307236,8.60809494837958,3.08297297107995,0.00577883067221584,0.0190779790542683,-3.29086981557466
"3827","10907913","Mmp8","63849","matrix metallopeptidase 8",-1.04491550186161,10.5400435339576,-3.08270416357234,0.00578237133970095,0.0190779790542683,-3.29145922389928
"765","10745492","Tefm","287554","transcription elongation factor, mitochondrial",0.299733658775021,6.32171984742828,3.08206750322569,0.00579076565334915,0.0190915641628882,-3.29285514122012
"1467","10781810","Pibf1","306104","progesterone immunomodulatory binding factor 1",0.35737070030391,7.45741202073429,3.08104648836428,0.00580425227836356,0.0191219056609704,-3.29509356269705
"4005","10917483","Rab39a","315668","RAB39A, member RAS oncogene family",0.312480009996583,6.40167557012159,3.08043501955909,0.00581234374234309,0.0191344413464746,-3.29643398799831
"3100","10867895","Faxc","366333","failed axon connections homolog, metaxin like GST domain containing",-0.253460975113991,5.78540329070331,-3.07893283881284,0.00583226822502122,0.0191858845663189,-3.29972657092515
"3062","10866061","Klrc1","29683","killer cell lectin like receptor C1",-0.535373466602129,9.73859367252335,-3.07826039323374,0.00584120874592179,0.0192011456861523,-3.30120029535737
"2418","10831551","RT1-Db2","24981","RT1 class II, locus Db2",0.288437826372903,9.08529569473199,3.07566906218976,0.00587578605382714,0.0193005952496574,-3.30687833947562
"1634","10791921","Vps37a","290775","VPS37A subunit of ESCRT-I",-0.221268290227172,10.9064589608433,-3.07412883308784,0.00589643178261217,0.0193541702041035,-3.31025242107423
"3299","10879402","Ctps1","313560","CTP synthase 1",0.324832890054912,7.66930602354676,3.07335973494937,0.00590676727852326,0.0193738494719529,-3.31193700588359
"1898","10806585","Junb","24517","JunB proto-oncogene, AP-1 transcription factor subunit",-0.378221940542138,11.7053185972354,-3.07048793903935,0.00594551492361318,0.01948662159986,-3.31822585654535
"3198","10873706","Epha2","366492","Eph receptor A2",-0.436316401717322,7.02363257552278,-3.0671391736487,0.00599100862866802,0.0195941596805986,-3.32555650549103
"3304","10879555","Macf1","362587","microtubule-actin crosslinking factor 1",0.279898065126901,10.9268401717874,3.06759413256238,0.00598480820654885,0.0195941596805986,-3.32456074410774
"3759","10904880","Oplah","116684","5-oxoprolinase (ATP-hydrolysing)",-0.236927611374575,6.5207477286248,-3.06710359908688,0.00599149371953789,0.0195941596805986,-3.32563436470242
"3950","10914799","Birc3","78971","baculoviral IAP repeat-containing 3",-0.427217192782628,10.69095589238,-3.06491992050883,0.00602134296703265,0.0196773609112985,-3.33041297727185
"3027","10864590","Srgap3","500287","SLIT-ROBO Rho GTPase activating protein 3",-0.420891165125328,7.54173092813631,-3.06459766389823,0.00602576013296774,0.0196773908072919,-3.33111807633774
"3703","10901249","Ascl4","299687","achaete-scute family bHLH transcription factor 4",0.236698801729728,8.49147434422597,3.06220792192794,0.00605861420627219,0.0197702147783619,-3.33634599786073
"3450","10887549","Clba1","362793","clathrin binding box of aftiphilin containing 1",-0.276318784155755,6.82557143304994,-3.06113348755381,0.00607344186896337,0.0198041230847717,-3.33869599900393
"3736","10903246","Stk3","65189","serine/threonine kinase 3",0.381260199988125,8.16420237563244,3.06011000687003,0.00608759897653016,0.0198357969571026,-3.34093427334278
"894","10752081","Ehhadh","171142","enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase",0.257818715866275,7.85005412366874,3.05975865144538,0.00609246638844408,0.0198371772122643,-3.34170259764579
"157","10710051","Far1","293173","fatty acyl CoA reductase 1",-0.30190962497022,10.0578952763477,-3.05715880334752,0.00612859982720488,0.0199402839858911,-3.34738679325932
"867","10750848","Nfkbiz","304005","NFKB inhibitor zeta",-0.462717153184657,11.5802125019369,-3.05606818461,0.00614381916745462,0.01997524309069,-3.34977074647561
"1364","10777242","Bst1","81506","bone marrow stromal cell antigen 1",0.699135292630757,8.33001395760534,3.05457641646011,0.00616469563487638,0.0200139645920641,-3.35303105436014
"3349","10882126","Prkcz","25522","protein kinase C, zeta",-0.311095674624594,7.24256403229099,-3.05473475118696,0.00616247657956626,0.0200139645920641,-3.35268503644867
"1399","10778711","Commd1","289831","copper metabolism domain containing 1",0.224049532195475,7.55956207013496,3.05239822343148,0.00619530143992834,0.0200987104853489,-3.35779051310923
"2668","10845407","Cytip","311047","cytohesin 1 interacting protein",0.355753118319035,10.9165842178443,3.04703297145094,0.00627131631084537,0.0203305417658778,-3.36950850485366
"1694","10794779","Eci3","291076","enoyl-Coenzyme A delta isomerase 3",-0.256235889230558,6.68883532357482,-3.04532840644712,0.00629565467630335,0.0203946316944979,-3.37322976721892
"1122","10764365","Mir181a-1","100314195","microRNA 181a-1",0.538807746899407,5.77048699339962,3.04409671961839,0.0063132978970048,0.0204369556288828,-3.3759182013226
"4345","10936086","Flna","293860","filamin A",-0.187533960511416,12.2683643058987,-3.04297530758194,0.00632940303340086,0.0204742428558706,-3.37836558473434
"4224","10928855","Tns1","301509","tensin 1",-0.753145622950972,7.38308314802157,-3.03766160979447,0.00640625674384452,0.0207078422190601,-3.38995770306583
"2648","10844048","Gfi1b","311832","growth factor independent 1B transcriptional repressor",0.433995410107267,10.3130273590602,3.03548571470349,0.00643798685201471,0.0207953497159144,-3.39470235576529
"4128","10923782","Abi2","286928","abl-interactor 2",0.394831897230123,9.19706142817274,3.02842423688991,0.00654201016576291,0.021116076196649,-3.41009151021059
"1709","10795260","Hist1h2ac","306962","histone cluster 1 H2A family member C",-0.297045758019948,8.63728655473272,-3.02735607040891,0.00655788606569908,0.0211520255760699,-3.41241820600433
"2997","10862867","Gadd45a","25112","growth arrest and DNA-damage-inducible, alpha",-0.66476276629408,9.85563432391235,-3.02600217964238,0.00657806207147976,0.0212017827343579,-3.41536682709462
"890","10751896","Cldn1","65129","claudin 1",-0.452919059247251,5.82819989885092,-3.02512391229273,0.00659118225280104,0.0212287428401903,-3.41727932870579
"963","10755897","Prkdc","360748","protein kinase, DNA-activated, catalytic subunit",0.227837934916664,8.96836030082217,3.02293171994921,0.00662404108763652,0.0213043461467437,-3.42205210076052
"2516","10837232","Nup35","295692","nucleoporin 35",0.305279236746617,9.19249146502467,3.02292108912029,0.00662420081802874,0.0213043461467437,-3.42207524268785
"975","10756418","Flt1","54251","FMS-related tyrosine kinase 1",-0.226548130339435,5.62548008098241,-3.02257326404862,0.00662942901250611,0.0213058107356568,-3.42283239554554
"367","10722818","Slco3a1","140915","solute carrier organic anion transporter family, member 3a1",0.353939451692348,8.92875167424928,3.02088475896043,0.00665486575288322,0.0213632670722469,-3.42650750124005
"816","10748042","Arhgap27","303583","Rho GTPase activating protein 27",0.2270612298845,9.05324582140887,3.02075143445864,0.00665687824764683,0.0213632670722469,-3.42679765485365
"2290","10824689","S100a1","295214","S100 calcium binding protein A1",0.202912609103045,7.05172319428564,3.01990010238078,0.00666974271539935,0.0213891749149014,-3.4286502915509
"2740","10850170","Lrrn4","311443","leucine rich repeat neuronal 4",0.245862723701094,6.53803552779066,3.01953577559297,0.00667525538047091,0.0213914860146606,-3.42944306542176
"230","10714763","Uhrf2","309331","ubiquitin like with PHD and ring finger domains 2",0.25997377464893,11.217280539119,3.01886837480823,0.00668536529586417,0.0213931689467653,-3.43089523346294
"661","10739477","Rab37","100364984","RAB37, member RAS oncogene family",-0.443353115110058,9.49241973987233,-3.01910666465957,0.00668175394048101,0.0213931689467653,-3.43037676298369
"1300","10772840","LOC108351885","108351885","uncharacterized LOC108351885",0.21612290822342,5.1977308141971,3.01663482225345,0.00671930716270498,0.0214787754715048,-3.4357542384437
"3192","10873203","Ece1","94204","endothelin converting enzyme 1",-0.273171074621493,8.98976982629722,-3.01647511821832,0.00672174044213534,0.0214787754715048,-3.43610161604706
"3456","10887802","Cdca7l","619566","cell division cycle associated 7 like",0.318466583052539,7.84827925897405,3.01447528925532,0.00675228227123273,0.0215609356643655,-3.44045092056817
"2819","10854108","Calu","64366","calumenin",0.303257464227913,9.40335300523943,3.01388719991644,0.00676128914886507,0.0215618585042595,-3.441729711468
"4438","10940593","Gpr141","291179","G protein-coupled receptor 141",0.558346888198908,8.07839709375578,3.01382570716296,0.00676223160975879,0.0215618585042595,-3.44186342100955
"2151","10818230","Lrif1","310775","ligand dependent nuclear receptor interacting factor 1",-0.23097614623792,9.7753482908408,-3.01063403951843,0.00681132268486364,0.0217028868417068,-3.44880194353386
"2067","10814663","Phc3","310258","polyhomeotic homolog 3",0.26463967771117,10.0294810037073,3.0095240101296,0.00682847649722228,0.021717286217013,-3.45121443499171
"2137","10817830","Gdap2","362004","ganglioside-induced differentiation-associated-protein 2",0.208529327309263,9.59888449096276,3.00939732991352,0.00683043679406055,0.021717286217013,-3.45148973493034
"2522","10837381","Prg2","58826","proteoglycan 2",-0.29743537571491,5.5708200708724,-3.00946802576974,0.00682934275312579,0.021717286217013,-3.45133610008109
"4067","10920556","Rtp3","316018","receptor (chemosensory) transporter protein 3",-1.01159933528767,10.42264189971,-3.00866404719805,0.00684179455338164,0.0217379152215627,-3.45308320942647
"3285","10878602","Zyg11a","313482","zyg-11 family member A, cell cycle regulator",0.261782860971378,6.26022610689609,3.00717548570212,0.00686490681710124,0.02179583501532,-3.45631750192746
"1158","10766059","Cox20","289278","cytochrome c oxidase assembly factor COX20",0.249779841616869,9.44258708418459,3.00573204614999,0.00688739039459369,0.0218516778404167,-3.45945317158692
"789","10746628","Tbx21","303496","T-box transcription factor 21",-0.494555692683761,8.35755249955187,-3.00336721317539,0.0069243795197804,0.0219499288070936,-3.46458919522595
"3835","10908182","Zfp317","500950","zinc finger protein 317",0.260725940987094,7.8405556268472,3.00312415346306,0.00692819213467627,0.0219499288070936,-3.46511699281225
"412","10725235","Syt17","192189","synaptotagmin 17",0.432851269754548,6.02742716536095,2.99951976773426,0.00698496836941173,0.022114112624861,-3.47294189736584
"1411","10779317","Ube2e2","361013","ubiquitin-conjugating enzyme E2E 2",-0.28103580940501,9.25139273751701,-2.99899358534502,0.00699329422093026,0.0221247805827305,-3.47408390610755
"1101","10763237","Relch","309053","RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing",0.267926893141288,9.9299212424274,2.99832935944955,0.00700381801580945,0.0221423821689613,-3.47552541000254
